ID,RedZone,Down,ToGo,StartYard,Formation,EPA,IsPass,IsRush,PasserStrength,RusherStrength,BlockerStrength,DefenderStrength
6300,0,2,10,57,3-4,-0.392875,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.03148410242219431
6301,0,3,7,54,0-0,1.999071,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.027480530172238588
6303,0,1,10,23,3-4,-0.366524,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.02389466021808116
6304,0,2,10,23,3-4,-0.286246,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.01642084810649154
6305,1,3,7,20,0-0,-0.839944,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.020006718060648968
6307,0,2,6,77,3-4,0.981873,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.02713153937747474
6308,0,1,10,68,3-4,0.582588,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03393839300807865
6309,0,1,10,56,3-4,-0.474728,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03393839300807865
6310,0,2,10,56,3-4,-0.771413,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.021647070015236334
6312,0,1,10,45,4-3,-0.306122,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.01384123274648545
6313,0,2,8,43,4-3,-0.435626,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.01907781037612872
6314,0,3,5,40,3-4,1.885767,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.030447655430077797
6315,0,1,10,27,4-3,0.525431,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.027085890073445435
6316,1,2,1,18,4-3,0.186172,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.022053255783524062
6317,1,1,10,16,3-4,0.11801,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.025051517047347843
6318,1,2,4,10,3-4,-0.006241,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.023659089640588736
6319,1,3,1,7,3-4,0.475706,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.03208982756593434
6320,1,1,4,4,3-4,0.8622,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.01630092179412785
6321,0,1,10,78,3-4,-0.646349,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.014132582882715674
6322,0,2,10,78,3-4,1.238625,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.012191022058384928
6323,0,1,10,68,3-4,-4.741765,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.0264741968678933
6324,0,1,10,36,3-4,1.331691,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03393839300807865
6325,1,1,10,16,3-4,-0.419381,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03156953919622579
6326,1,2,10,16,3-4,-0.402333,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.013444121745284997
6327,0,3,16,22,3-4,-0.686234,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.02085662029128572
6328,0,1,10,75,3-4,0.138211,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.032370002946843314
6329,0,2,5,70,3-4,-0.07156,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.025454557720005842
6330,0,3,1,66,3-4,-1.522516,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.03129549010388813
6331,0,1,10,71,3-4,-0.055913,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.02750785445245777
6332,0,2,6,67,3-4,1.149731,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.01267099656384978
6333,0,1,10,51,3-4,-0.436023,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.01267099656384978
6334,0,2,19,60,3-4,1.95389,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.025051517047347843
6335,0,1,10,39,3-4,-0.448968,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.02806436232054638
6336,0,2,9,38,3-4,0.232189,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.012559788227250767
6337,0,3,2,31,3-4,0.932618,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.012559788227250767
6338,0,1,10,29,3-4,-0.399584,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.014508362137631962
6339,0,2,10,29,3-4,-2.299634,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.038590121648542544
6340,0,3,18,37,0-0,0.734287,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.0453957216552848
6341,0,1,10,75,3-4,0.534373,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.02389466021808116
6342,0,2,3,68,3-4,-0.949703,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.02389466021808116
6343,0,3,3,68,3-4,-1.365928,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.02389466021808116
6344,0,1,15,80,3-4,-0.809905,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03393839300807865
6345,0,2,15,80,3-4,0.413219,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03393839300807865
6346,0,3,5,70,3-4,-1.381249,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03231394893849186
6347,0,1,10,63,0-0,0.110548,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.027480530172238588
6349,0,2,1,32,0-0,-0.378408,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.027480530172238588
6350,0,3,1,32,0-0,0.60131,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.032883216239478374
6351,0,1,10,28,0-0,-0.411324,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.027480530172238588
6352,0,2,10,28,0-0,1.220448,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.030270209637579787
6353,1,1,10,14,0-0,-0.476288,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.029935875722402652
6354,1,2,10,14,0-0,1.067816,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.029935875722402652
6355,1,1,4,4,3-4,0.899652,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.029935875722402652
6356,0,1,10,75,4-3,-0.78828,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.007592027771009145
6357,0,1,15,70,3-4,-0.653743,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03156953919622579
6358,0,2,15,70,3-4,-0.928505,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03156953919622579
6359,0,3,15,70,3-4,-0.710467,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.031837942915932345
6361,0,1,10,52,3-4,0.930697,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.031985387125643125
6362,0,1,10,34,3-4,0.483062,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.032899486730557134
6363,0,2,1,25,3-4,-0.998753,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.032883216239478374
6364,0,3,5,29,0-0,-0.867066,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.032883216239478374
6366,0,1,10,21,3-4,-0.385876,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.020414392004408977
6367,0,2,10,21,3-4,-0.474791,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.020414392004408977
6368,0,3,10,21,0-0,-0.686707,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.027480530172238588
6369,0,1,10,75,3-4,-0.063134,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.019088288869159822
6370,0,2,6,71,3-4,0.998258,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.023654393629008674
6371,0,1,10,59,3-4,-0.861914,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.019088288869159822
6372,0,2,12,61,3-4,-0.201957,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03207209949966459
6373,0,3,8,57,3-4,-1.6988510000000001,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03393839300807865
6374,0,1,10,80,3-4,1.192659,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.021309710741112205
6375,0,1,10,57,3-4,0.848679,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.021309710741112205
6376,0,1,10,43,3-4,-0.213792,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.0264741968678933
6377,0,2,7,40,3-4,-0.816078,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.01533066105184051
6378,0,3,7,40,0-0,1.552875,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.026009018883458843
6379,0,1,10,32,3-4,-0.499137,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.012233801463734987
6380,0,2,10,32,3-4,1.356529,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.021715702435648968
6381,1,1,10,18,3-4,0.311697,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.027904393340426246
6382,1,2,3,11,3-4,1.397924,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.02670129166347477
6383,0,1,10,75,3-4,0.355489,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.02085662029128572
6384,0,2,4,69,3-4,-1.243394,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.027282111179012213
6386,0,4,1,66,4-3,2.312002,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.03146918058450017
6387,0,1,10,64,3-4,0.147551,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03207209949966459
6388,0,2,5,59,3-4,0.447463,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.019088288869159822
6389,0,1,10,52,3-4,-4.863961,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.020513248755234963
6390,0,1,10,50,3-4,-0.431229,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.032256610360167345
6391,0,2,9,49,3-4,-0.844836,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.025454557720005842
6392,0,3,9,49,0-0,-1.620919,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.023586141892986905
6393,0,1,10,95,3-4,0.32248,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.013444121745284997
6394,0,1,10,85,3-4,0.642164,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.013444121745284997
6395,0,1,20,78,3-4,-0.077702,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.014426081735664833
6397,0,3,8,66,3-4,1.701185,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.02285123688837402
6398,0,1,10,57,3-4,-0.483668,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.02985201336005245
6399,0,1,10,40,3-4,0.963627,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.019088288869159822
6401,0,2,8,24,3-4,-0.927651,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.0319502449896331
6403,1,1,10,10,3-4,0.696661,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03393839300807865
6404,1,2,1,1,0-0,-0.994868,0,1,0.020395248825219717,0.006954642094261804,0.05300431051629475,0.02013733399273352
6406,1,4,2,2,3-4,-4.277746,1,0,0.020395248825219717,0.006954642094261804,0.03600033753476411,0.03207209949966459
6407,0,1,10,80,3-4,-0.198516,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.025454557720005842
6408,0,2,6,76,3-4,-0.015168,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.032256610360167345
6409,0,3,2,72,3-4,1.732246,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.025454557720005842
6411,0,2,3,45,3-4,0.504828,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.027480530172238588
6412,0,1,10,26,3-4,-0.470391,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.021718675789005916
6413,0,2,11,27,3-4,1.208249,1,0,0.04024106073619201,0.018006649082135884,0.03158033797941045,0.033005575843083855
6414,1,1,10,11,3-4,0.522112,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.03372318194614261
6415,1,2,2,3,4-3,0.518803,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.03372318194614261
6416,1,1,1,1,3-4,-0.397983,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.03296188033530825
6417,1,2,2,2,4-3,-0.772139,0,1,0.04024106073619201,0.018006649082135884,0.03986718748264072,0.03372318194614261
6418,0,1,10,75,4-3,0.145501,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.02576434553294834
6419,0,2,5,70,4-3,-0.88259,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.040967233683994825
6420,0,3,5,70,4-3,2.721788,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.027223968302090625
6421,0,1,10,39,4-3,-0.448968,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.02576434553294834
6422,0,2,9,38,4-3,-0.505701,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.016988348712177376
6423,0,3,8,37,3-4,-0.852858,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.022869339519364235
6424,0,1,10,75,3-4,-0.05709,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.02870779024011434
6425,0,2,6,71,3-4,0.755386,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.02870779024011434
6426,0,1,10,63,3-4,-0.139847,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.029230755422888346
6427,0,2,7,60,3-4,0.826049,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.026745190742157768
6428,0,1,10,51,3-4,-0.20986,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.0218044458722586
6429,0,2,12,53,3-4,-1.728221,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.024058064514362428
6430,0,3,21,62,3-4,-0.344611,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.028349075380180135
6431,0,1,10,90,4-3,0.163716,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.027924864200500516
6432,0,2,5,85,4-3,-0.518112,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.027924864200500516
6433,0,3,3,83,4-3,-1.856941,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.033962395155125905
6434,0,1,10,62,4-3,-0.018643,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.020430145130211606
6435,0,2,16,68,3-4,-0.956787,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.02267304462442369
6436,0,3,15,67,0-0,-0.504436,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.05302863668728274
6437,0,1,10,87,4-3,1.352798,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.03161309950423369
6438,0,1,10,64,4-3,0.852212,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.03161309950423369
6439,0,1,10,48,4-3,1.006547,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.03334784984067307
6440,0,1,10,31,4-3,-0.588886,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.028848127351373872
6441,0,2,12,33,4-3,-0.738685,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.033744069540962505
6443,0,1,10,75,3-4,-0.619987,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.027892400131561294
6444,0,2,10,75,3-4,1.263669,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.029446875545515012
6445,0,1,10,64,3-4,-0.277557,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.023264312868744228
6446,0,2,8,62,3-4,1.412726,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.024636015686069317
6447,0,2,22,56,3-4,0.027234,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.026713998504557853
6448,0,3,11,45,0-0,-1.361028,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.04838152735845823
6449,0,1,10,84,4-3,-0.506476,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.016127213351746297
6450,0,2,9,83,4-3,-0.694439,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.024389935361201376
6451,0,3,9,83,0-0,-0.96145,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.033744069540962505
6452,0,1,10,65,3-4,0.248557,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.022637727178175915
6453,0,2,4,59,3-4,0.383238,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.03317032203364687
6454,0,1,10,53,3-4,-0.209978,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.022637727178175915
6455,0,2,7,50,3-4,2.253585,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.020809665266593176
6456,1,1,10,17,4-3,0.147988,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.022668700831513237
6457,1,2,4,11,3-4,-0.229692,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.025872193668471117
6458,1,3,3,10,3-4,1.728463,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.019318671012570305
6459,0,1,10,75,4-3,-0.654398,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.040967233683994825
6460,0,2,10,75,4-3,-0.359396,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.02576434553294834
6461,0,1,10,67,4-3,-0.301732,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.02007213053060291
6462,0,2,8,65,4-3,-0.887392,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.026124685697640756
6463,0,3,8,65,0-0,2.095062,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.02963693334970447
6464,0,1,10,50,0-0,-0.184003,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.040217615822361955
6465,0,2,7,47,4-3,0.414832,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.015425220356256961
6466,0,3,1,41,3-4,0.682441,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.016348483507130317
6467,0,1,10,34,4-3,0.135157,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.016348483507130317
6468,0,2,5,29,3-4,-0.460048,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.02576434553294834
6469,0,3,1,25,4-3,0.971628,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.029366109308314053
6470,0,1,10,24,4-3,0.625221,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.026124685697640756
6471,1,1,15,18,4-3,0.224364,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.02007213053060291
6472,1,2,6,9,4-3,-0.717212,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.033744069540962505
6473,1,3,6,9,0-0,2.192041,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.040967233683994825
6474,0,1,10,75,0-0,-0.221613,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.02781434662957219
6475,0,2,7,72,0-0,-0.045288,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.04001505982553421
6476,0,3,2,67,0-0,0.965197,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.02624147436215997
6477,0,1,10,63,0-0,-2.405182,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.05143746196081613
6478,0,1,10,83,3-4,-0.343879,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.016348483507130317
6479,0,1,10,75,3-4,-0.867195,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.0250323747087821
6480,0,2,12,77,3-4,-0.611746,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.006040641457337883
6481,0,3,12,77,0-0,2.177237,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.04715598473401596
6482,0,1,10,63,3-4,-0.398828,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.027208295077440735
6483,0,2,9,62,3-4,-1.269582,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.02682935501324652
6484,0,3,11,64,0-0,-0.711077,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.054317795160925234
6485,0,1,10,85,4-3,-1.179724,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.02576434553294834
6486,0,1,10,87,4-3,-0.583863,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.02576434553294834
6487,0,2,12,89,4-3,-1.010757,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.040967233683994825
6488,0,3,12,89,0-0,-0.760826,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.040967233683994825
6489,0,1,10,61,4-3,-0.670245,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.022989886984982343
6490,0,2,26,77,3-4,-0.220671,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.027299232384046
6491,0,3,27,78,3-4,-0.055892,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.021272920481587538
6492,0,1,10,62,4-3,2.653951,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.030469246236583782
6493,0,1,15,22,4-3,-0.899286,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.027924864200500516
6494,0,2,16,23,4-3,0.050917,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.02638158717142795
6495,1,3,8,15,0-0,-0.701904,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.033744069540962505
6496,0,1,10,75,4-3,-0.359615,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.026805200155686375
6497,0,2,8,73,3-4,-0.692376,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.026745190742157768
6498,0,3,8,73,3-4,2.922542,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.04638072502226169
6499,0,1,10,42,3-4,1.27109,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.021286407212129634
6500,1,1,10,19,3-4,-0.251826,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.02048096970326163
6501,0,3,27,36,0-0,-0.173354,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.05146471204425993
6502,0,1,10,75,4-3,-0.376269,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.013043431533320764
6503,0,1,10,35,4-3,0.139275,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.013043431533320764
6504,0,2,5,30,4-3,2.566232,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.033744069540962505
6505,0,1,10,82,4-3,0.797937,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.030728940150009473
6506,0,1,10,67,3-4,-0.210823,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.025826033773826064
6507,0,2,7,64,3-4,-0.18565,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.029673030712662245
6508,0,3,3,60,3-4,-1.460609,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.026853075753645643
6509,0,1,10,91,4-3,-0.968052,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.02576434553294834
6510,0,3,11,92,0-0,-0.773714,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.040967233683994825
6511,0,1,10,30,4-3,0.041373,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.02164039138543545
6512,0,2,5,25,3-4,0.624558,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.0227042194455081
6513,1,1,10,19,3-4,-0.135389,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.0250323747087821
6514,1,1,10,11,3-4,-0.412088,0,1,0.005826642007296648,-0.0024280885824889045,0.031765010644784576,0.03012630420238508
6515,1,2,9,10,3-4,-0.611983,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.029739867079655813
6516,1,3,9,10,0-0,-0.799491,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.05143746196081613
6517,1,4,15,16,0-0,-3.304209,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.05143746196081613
6518,0,1,10,57,4-3,0.3605,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.028848127351373872
6519,0,2,3,50,4-3,-0.616355,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.033744069540962505
6520,0,3,3,50,4-3,-1.556629,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.028848127351373872
6521,0,1,10,89,3-4,-0.23061,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.031027303453172617
6522,0,2,8,87,3-4,-0.791487,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.031027303453172617
6523,0,3,8,87,0-0,-3.612497,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.054317795160925234
6524,1,1,10,20,4-3,-0.214217,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.016988348712177376
6525,1,2,8,18,4-3,-0.628414,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.03027417028349736
6526,1,3,8,18,0-0,-0.208292,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.03334784984067307
6527,0,1,10,75,3-4,0.138211,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.045461568053929986
6528,0,2,5,70,3-4,0.505471,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.045461568053929986
6529,0,1,10,64,3-4,-0.153842,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.04001505982553421
6530,0,2,7,61,3-4,-0.79937,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.04001505982553421
6531,0,3,7,61,0-0,-0.668289,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.036286145518843675
6532,0,4,2,56,0-0,-2.83642,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.038797443504503024
6533,0,1,10,44,3-4,-0.788007,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.027455257758668226
6534,0,2,13,47,4-3,-0.896567,1,0,0.03191924748466482,0.011737721616525544,0.03373591438352144,0.022057739881576447
6535,0,3,12,46,0-0,-1.086561,0,1,0.03191924748466482,0.011737721616525544,0.034528580581803595,0.028848127351373872
6536,0,1,10,93,0-0,-0.598772,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.05143746196081613
6537,0,2,5,88,0-0,0.385213,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.05143746196081613
6539,0,2,5,77,0-0,-0.727264,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.05143746196081613
6540,0,3,5,77,0-0,1.397583,1,0,0.005826642007296648,-0.0024280885824889045,0.016347469490478814,0.05143746196081613
