ID,Pressure,Sack,SnapToThrowTime,Down,ToGo,TotalToGo,Formation,EPA,PasserStrength,BlockerStrength,DefenderStrength
8717,0,0,2,2,10,65,3-4,1.889486,0.04642580956145555,0.03127173581383279,0.014606083100829703
8718,1,0,6.5,1,10,40,3-4,-0.513382,0.04642580956145555,0.03127173581383279,0.024346906130328517
8719,0,0,3,2,10,40,3-4,0.30729,0.04642580956145555,0.03127173581383279,0.021874683412073825
8720,0,0,2.2,3,3,33,3-4,-0.971995,0.04642580956145555,0.03127173581383279,0.021874683412073825
8723,0,0,3.667,2,8,66,4-3,1.584532,0.02520849962944511,0.029570146204032536,0.008061766280731839
8728,0,0,2.6,1,10,75,3-4,0.698296,0.04642580956145555,0.03127173581383279,0.019786109943986652
8729,0,0,2.767,1,10,63,3-4,0.51028,0.04642580956145555,0.03127173581383279,0.029113532499164846
8730,0,0,2.567,2,2,55,3-4,1.622499,0.04642580956145555,0.03127173581383279,0.029113532499164846
8731,1,0,2.8,1,10,24,3-4,-0.366826,0.04642580956145555,0.03127173581383279,0.019786109943986652
8732,0,0,2.967,2,10,24,3-4,0.017296,0.04642580956145555,0.03127173581383279,0.019786109943986652
8744,0,0,2.3,1,10,66,3-4,0.50353,0.03732296859373035,0.03587929273877438,0.03792049260444292
8750,0,0,2.7,3,5,37,0-0,-1.296474,0.03732296859373035,0.03587929273877438,0.04092968185283691
8752,0,0,2.6,2,5,70,0-0,0.95197,0.03386908499876763,0.03472142887139131,0.028739957412313298
8755,0,0,4.533,3,5,50,3-4,4.478887,0.03386908499876763,0.03472142887139131,0.02337890313615456
8758,1,0,2.533,2,10,71,3-4,-0.804589,0.03732296859373035,0.03587929273877438,0.03946092691585516
8759,1,0,3.2,3,5,66,0-0,-1.284136,0.03732296859373035,0.03587929273877438,0.04092968185283691
8767,1,0,3.585,1,10,59,3-4,0.540504,0.03732296859373035,0.03587929273877438,0.012380080988872862
8768,1,0,2.233,2,2,51,3-4,-0.58774,0.03732296859373035,0.03587929273877438,0.028021835170477207
8770,1,0,4.133,1,10,48,3-4,0.717392,0.03732296859373035,0.03587929273877438,0.019983248706406255
8775,0,0,3.267,1,10,75,3-4,0.3279,0.03386908499876763,0.03472142887139131,0.028739957412313298
8777,1,1,3.067,3,2,67,3-4,-1.842278,0.03386908499876763,0.03472142887139131,0.028739957412313298
8779,1,0,5,3,14,68,0-0,-0.34687,0.03732296859373035,0.03587929273877438,0.04092968185283691
8782,1,0,3,3,6,76,0-0,-1.094468,0.03386908499876763,0.03472142887139131,0.025536829684430204
8785,1,0,1.967,1,10,75,3-4,-0.619987,0.03386908499876763,0.03472142887139131,0.023493233043905826
8786,0,0,2.233,2,10,75,4-3,1.459973,0.03386908499876763,0.03472142887139131,0.025308454247086387
8788,1,0,4.967,1,10,28,3-4,-0.411324,0.03386908499876763,0.03472142887139131,0.01659019615099562
8793,0,0,1.967,1,10,75,0-0,0.707095,0.03732296859373035,0.03587929273877438,0.04092968185283691
8795,0,0,2.567,1,10,51,0-0,0.489712,0.03732296859373035,0.03587929273877438,0.04092968185283691
8796,0,0,2.867,2,1,42,0-0,-0.226873,0.03732296859373035,0.03587929273877438,0.042754720813050325
8798,0,0,2.733,1,20,49,0-0,-5.091758,0.03732296859373035,0.03587929273877438,0.037240305433030495
8799,0,0,2.3,1,10,50,0-0,0.545616,0.03386908499876763,0.03472142887139131,0.02606145018080461
8801,1,0,3.767,2,6,35,0-0,3.076757,0.03386908499876763,0.03472142887139131,0.02606145018080461
8803,0,0,1.7,1,10,77,4-3,-4.557522,0.03386908499876763,0.03472142887139131,0.028739957412313298
8810,0,0,1.833,1,10,75,3-4,0.801611,0.03386908499876763,0.03472142887139131,0.026238435576087356
8812,1,0,2.567,2,10,56,4-3,-1.035032,0.03386908499876763,0.03472142887139131,0.020787806311173072
8817,0,0,2.867,2,9,67,3-4,-0.203701,0.03732296859373035,0.03587929273877438,0.022352173538794644
8818,1,0,2.533,3,4,62,0-0,-1.589642,0.03732296859373035,0.03587929273877438,0.04092968185283691
8820,0,0,2.067,2,9,79,3-4,-0.565866,0.03386908499876763,0.03472142887139131,0.019947399970927645
8821,0,0,3.7,3,9,79,0-0,-0.778945,0.03386908499876763,0.03472142887139131,0.02081885331402835
8823,0,0,2.533,2,14,65,3-4,-3.566306,0.03732296859373035,0.03587929273877438,0.020797769434147163
8824,0,0,2.033,1,10,48,4-3,0.641245,0.03386908499876763,0.03472142887139131,0.028739957412313298
8825,1,0,2.933,1,10,34,3-4,-0.542829,0.03386908499876763,0.03472142887139131,0.028739957412313298
8826,0,0,2.5,2,15,39,4-3,0.195008,0.03386908499876763,0.03472142887139131,0.025691222633308183
8827,1,1,10.567,3,18,42,0-0,-1.593438,0.03386908499876763,0.03472142887139131,0.02081885331402835
8831,0,0,2.4,2,8,22,3-4,2.228984,0.03732296859373035,0.03587929273877438,0.019983248706406255
8833,0,0,2.326,1,10,50,4-3,0.49866,0.03386908499876763,0.03472142887139131,0.019947399970927645
8834,0,0,3.8,1,10,40,3-4,2.957282,0.03386908499876763,0.03472142887139131,0.019204389622978834
8837,0,0,1.667,1,10,67,3-4,0.518765,0.03732296859373035,0.03587929273877438,0.029792244346424395
8839,0,0,2.033,3,3,60,0-0,0.93442,0.03732296859373035,0.03587929273877438,0.04092968185283691
8841,1,0,2.167,2,9,55,3-4,-0.898777,0.03732296859373035,0.03587929273877438,0.01591499411116441
8852,1,1,6.733,3,2,67,3-4,-2.109993,0.03386908499876763,0.03472142887139131,0.028739957412313298
8855,0,0,2.733,3,4,62,3-4,1.456571,0.03732296859373035,0.03587929273877438,0.037240305433030495
8862,0,0,1.833,1,10,64,3-4,0.321363,0.013113629576540367,0.031008287985176512,0.03732630883412375
8864,0,0,2.267,3,2,56,0-0,-1.881414,0.013113629576540367,0.031008287985176512,0.025204322967850495
8868,1,1,2.933,3,10,40,0-0,-1.770672,0.013113629576540367,0.031008287985176512,0.03382989491683103
8871,1,0,6.6,1,10,54,4-3,-0.457293,0.04686992018389902,0.035979450008574075,0.015510601591325095
8872,0,0,2.9,2,10,54,4-3,-0.998403,0.04686992018389902,0.035979450008574075,0.015510601591325095
8873,1,0,2.367,3,20,64,4-3,-0.36868,0.04686992018389902,0.035979450008574075,0.03987563214198886
8874,0,0,3.333,1,10,72,3-4,-0.590802,0.013113629576540367,0.031008287985176512,0.02122909397176837
8876,0,0,2.533,3,7,69,3-4,2.090707,0.013113629576540367,0.031008287985176512,0.01805846877915083
8881,1,0,1.933,2,6,71,4-3,-0.887411,0.04686992018389902,0.035979450008574075,0.029444412769694856
8882,1,0,2.233,3,7,72,4-3,-0.746983,0.04686992018389902,0.035979450008574075,0.04307881565016481
8886,0,0,1.967,2,5,70,4-3,0.455797,0.04686992018389902,0.035979450008574075,0.013285168193202369
8889,1,0,5.2,3,2,30,4-3,0.945644,0.04686992018389902,0.035979450008574075,0.03506900947156972
8897,1,0,3.033,1,10,56,4-3,-4.366225,0.04686992018389902,0.035979450008574075,0.03506900947156972
8899,0,0,2.467,2,12,55,3-4,1.341361,0.013113629576540367,0.031008287985176512,0.027335157647260556
8910,1,0,4.434,2,6,44,4-3,0.624667,0.04686992018389902,0.035979450008574075,0.03506900947156972
8912,0,0,3.567,2,7,33,4-3,-0.481052,0.04686992018389902,0.035979450008574075,0.015510601591325095
8913,1,0,2.333,3,7,33,4-3,1.45861,0.04686992018389902,0.035979450008574075,0.03987563214198886
8914,1,0,2.367,1,10,23,4-3,-0.366524,0.04686992018389902,0.035979450008574075,0.03506900947156972
8915,0,0,2.133,2,10,23,4-3,0.958532,0.04686992018389902,0.035979450008574075,0.03506900947156972
8920,0,0,2,2,10,75,4-3,0.686638,0.04686992018389902,0.035979450008574075,0.03506900947156972
8928,1,0,2.533,3,7,28,0-0,-1.104199,0.04686992018389902,0.035979450008574075,0.035744620556317296
8933,0,0,2.567,4,1,44,3-4,-2.908755,0.013113629576540367,0.031008287985176512,0.024129633332234442
8935,1,0,3.233,2,5,50,4-3,-0.654674,0.04686992018389902,0.035979450008574075,0.023686288053597526
8936,1,1,2.7,3,5,50,0-0,-2.143388,0.04686992018389902,0.035979450008574075,0.04307881565016481
8941,1,1,2.967,2,8,74,3-4,-2.274898,0.013113629576540367,0.031008287985176512,0.022796462796288573
8944,1,0,4.267,2,6,75,4-3,-0.716665,0.04686992018389902,0.035979450008574075,0.03506900947156972
8947,0,0,1.433,3,10,41,4-3,-0.166387,0.04686992018389902,0.035979450008574075,0.04307881565016481
8948,0,0,3.167,1,10,56,3-4,1.222878,0.013113629576540367,0.031008287985176512,0.03732630883412375
8951,0,0,1.967,3,1,26,4-3,1.099944,0.013113629576540367,0.031008287985176512,0.023420861528165696
8953,0,0,1.7,2,9,22,3-4,1.765658,0.013113629576540367,0.031008287985176512,0.02343462511815916
8956,1,0,3.533,1,10,75,4-3,-0.619987,0.04686992018389902,0.035979450008574075,0.03506900947156972
8957,0,0,1.867,2,10,75,4-3,0.686638,0.04686992018389902,0.035979450008574075,0.03506900947156972
8965,1,0,3.1,1,10,75,4-3,0.3279,0.04686992018389902,0.035979450008574075,0.04307881565016481
8966,0,0,2.467,2,4,69,4-3,1.677943,0.04686992018389902,0.035979450008574075,0.04307881565016481
8967,1,0,3.033,1,10,39,4-3,-0.536451,0.04686992018389902,0.035979450008574075,0.034430657519496775
8968,0,0,1.6,2,10,39,4-3,1.146473,0.04686992018389902,0.035979450008574075,0.0164540181450965
8969,0,0,2,1,10,28,4-3,0.653545,0.04686992018389902,0.035979450008574075,0.0164540181450965
8970,0,0,2.5,2,23,30,4-3,0.567562,0.04686992018389902,0.035979450008574075,0.03987563214198886
8978,1,0,3.067,2,8,65,3-4,-0.887392,0.02535778839844347,0.038755289723973546,0.006033343090188551
8979,0,0,2.666,3,8,65,0-0,-1.167642,0.02535778839844347,0.038755289723973546,0.01114988659332254
8982,0,0,2.8,3,9,79,0-0,1.784794,0.0190038838273121,0.03571259919820818,0.024572546610815777
8985,1,1,2.935,3,10,68,0-0,-1.187939,0.0190038838273121,0.03571259919820818,0.024572546610815777
8988,0,0,3,3,1,68,3-4,1.624777,0.02535778839844347,0.038755289723973546,0.013561835995895633
8991,0,0,1.233,2,8,35,3-4,0.010951,0.02535778839844347,0.038755289723973546,0.010331463612056103
8992,0,0,2.3,3,3,30,0-0,1.189325,0.02535778839844347,0.038755289723973546,0.026486584994015197
8993,1,0,2.567,1,10,24,3-4,0.303588,0.02535778839844347,0.038755289723973546,0.006033343090188551
8999,0,0,2.266,1,10,69,0-0,-0.526508,0.0190038838273121,0.03571259919820818,0.02012368359597175
9004,0,0,2.033,3,17,59,4-3,0.144489,0.0190038838273121,0.03571259919820818,0.02734140401678246
9007,0,0,2.399,1,10,74,3-4,1.027055,0.02535778839844347,0.038755289723973546,0.0077566922302670215
9008,0,0,2.132,2,1,65,3-4,-1.105904,0.02535778839844347,0.038755289723973546,0.0077566922302670215
9010,0,0,3.501,1,10,61,3-4,0.111015,0.02535778839844347,0.038755289723973546,0.007387900371890549
9012,0,0,2.6,1,10,44,3-4,-0.534694,0.02535778839844347,0.038755289723973546,0.007387900371890549
9013,1,0,1.734,2,10,44,3-4,0.244548,0.02535778839844347,0.038755289723973546,0.01276302884847498
9014,0,0,2.3,3,3,37,3-4,2.218655,0.02535778839844347,0.038755289723973546,0.010930963512674157
9015,0,0,1.867,1,20,22,3-4,0.419618,0.02535778839844347,0.038755289723973546,0.006033343090188551
9018,0,0,3.866,1,10,75,4-3,-0.619987,0.0190038838273121,0.03571259919820818,0.019077147597188898
9019,1,0,5.902,2,10,75,4-3,-0.628673,0.0190038838273121,0.03571259919820818,0.01578085356827065
9020,1,0,2.6,3,10,75,3-4,1.892342,0.0190038838273121,0.03571259919820818,0.028189382597101766
9025,1,0,3.335,3,7,51,0-0,-1.49336,0.0190038838273121,0.03571259919820818,0.024572546610815777
9028,0,0,1.665,1,10,73,3-4,0.548542,0.02535778839844347,0.038755289723973546,0.0027688375973401055
9029,0,0,3.366,2,3,66,3-4,0.478589,0.02535778839844347,0.038755289723973546,0.0027688375973401055
9030,0,0,2.7,1,10,54,3-4,0.639117,0.02535778839844347,0.038755289723973546,0.0027688375973401055
9031,0,0,2.7,1,10,42,3-4,1.194863,0.02535778839844347,0.038755289723973546,0.01402638598656029
9032,0,0,2.467,1,10,24,3-4,-0.370829,0.02535778839844347,0.038755289723973546,0.007387900371890549
9033,0,0,1.968,2,10,24,3-4,0.10322,0.02535778839844347,0.038755289723973546,0.012375755004817465
9034,1,0,2.533,3,8,22,3-4,1.416865,0.02535778839844347,0.038755289723973546,0.012375755004817465
9040,1,1,3.834,2,10,25,3-4,-2.045507,0.0190038838273121,0.03571259919820818,0.021495052804279016
9042,1,0,3,1,10,58,3-4,-0.500572,0.02535778839844347,0.038755289723973546,0.011021197723115467
9044,0,0,2.267,1,10,47,3-4,1.267633,0.02535778839844347,0.038755289723973546,0.011021197723115467
9050,1,1,4.7,2,11,71,3-4,-1.408829,0.0190038838273121,0.03571259919820818,0.018314848462168087
9051,0,0,1.634,3,17,77,3-4,0.1088,0.0190038838273121,0.03571259919820818,0.02734140401678246
9053,1,0,2.867,2,8,72,3-4,-0.770049,0.02535778839844347,0.038755289723973546,0.014310255506334859
9054,0,0,2.633,3,8,72,0-0,1.880422,0.02535778839844347,0.038755289723973546,0.012325426834027571
9055,0,0,2.3,1,10,62,3-4,0.833029,0.02535778839844347,0.038755289723973546,0.011021197723115467
9056,0,0,2.635,2,1,53,3-4,-0.544812,0.02535778839844347,0.038755289723973546,0.012375755004817465
9058,0,0,2.099,1,10,52,3-4,-0.187581,0.02535778839844347,0.038755289723973546,0.0074022651369690185
9059,0,0,2.033,2,7,49,3-4,0.469976,0.02535778839844347,0.038755289723973546,0.0074022651369690185
9076,0,0,2.733,1,10,75,3-4,-0.654398,0.02535778839844347,0.038755289723973546,0.0077566922302670215
9077,0,0,2.334,2,10,75,3-4,0.080206,0.02535778839844347,0.038755289723973546,0.009321933694215398
9078,1,0,3.299,3,4,69,3-4,-1.416692,0.02535778839844347,0.038755289723973546,0.011021197723115467
9079,0,0,2.467,1,10,69,4-3,-0.526508,0.0190038838273121,0.03571259919820818,0.019077147597188898
9080,0,0,2.935,2,10,69,3-4,1.296442,0.0190038838273121,0.03571259919820818,0.026530189538324863
9083,1,1,3.8,3,16,60,0-0,-0.09817,0.0190038838273121,0.03571259919820818,0.013931900855060318
9086,0,0,2.532,3,7,72,3-4,-1.28186,0.02535778839844347,0.038755289723973546,0.011021197723115467
9090,0,0,1.933,1,10,59,3-4,0.608409,0.0190038838273121,0.03571259919820818,0.026195095498564927
9093,0,0,2.267,2,10,42,3-4,1.154211,0.0190038838273121,0.03571259919820818,0.026915843741067265
9095,0,0,1.666,2,7,26,4-3,-0.531808,0.0190038838273121,0.03571259919820818,0.025853672292839545
9096,1,0,2.201,3,7,26,3-4,1.288985,0.0190038838273121,0.03571259919820818,0.025694874055404923
9100,0,0,2.8,2,7,60,3-4,-0.315473,0.02535778839844347,0.038755289723973546,0.006033343090188551
9102,0,0,2.833,2,5,47,3-4,-0.733092,0.02535778839844347,0.038755289723973546,0.011021197723115467
9105,0,0,1.9,3,5,27,3-4,1.497487,0.02535778839844347,0.038755289723973546,0.01383271318352699
9109,1,1,3.233,1,10,75,4-3,-1.127668,0.02730564513909665,0.01983516314941064,0.040967233683994825
9111,1,0,3.133,3,6,71,0-0,-1.221114,0.02730564513909665,0.01983516314941064,0.040967233683994825
9118,0,0,2.367,2,14,71,4-3,-0.041895,0.02730564513909665,0.01983516314941064,0.033744069540962505
9119,0,0,4.333,3,7,64,0-0,-1.172806,0.02730564513909665,0.01983516314941064,0.03266169566489882
9123,0,0,1.9,1,10,52,4-3,0.561056,0.02730564513909665,0.01983516314941064,0.03161309950423369
9124,1,0,3.667,2,1,43,4-3,-0.198802,0.02730564513909665,0.01983516314941064,0.030440548138623517
9127,0,0,3.367,2,7,37,3-4,1.740403,0.02730564513909665,0.01983516314941064,0.02486753800322742
9129,0,0,3.033,1,10,75,3-4,1.757961,0.005826642007296648,0.016347469490478814,0.013898016598171794
9131,0,0,2.067,2,10,43,3-4,1.275883,0.005826642007296648,0.016347469490478814,0.013245914318868724
9132,0,0,2.667,1,10,32,3-4,-0.448775,0.005826642007296648,0.016347469490478814,0.019401917773772544
9136,1,0,3.167,2,5,70,4-3,-0.832373,0.02730564513909665,0.01983516314941064,0.03660079753581717
9137,1,1,3,3,5,70,0-0,-1.458514,0.02730564513909665,0.01983516314941064,0.040967233683994825
9138,0,0,3.233,1,10,75,4-3,4.982206,0.005826642007296648,0.016347469490478814,0.03482021803717316
9142,1,0,3.933,2,23,68,4-3,-0.933562,0.02730564513909665,0.01983516314941064,0.03334784984067307
9143,1,1,3,3,23,68,0-0,-0.279981,0.02730564513909665,0.01983516314941064,0.02638158717142795
9146,1,1,5.967,1,10,62,3-4,-0.582421,0.005826642007296648,0.016347469490478814,0.027026486013187568
9147,0,0,2.733,2,15,67,0-0,-1.051065,0.005826642007296648,0.016347469490478814,0.034302237039764254
9148,0,0,3,3,15,67,0-0,-0.598766,0.005826642007296648,0.016347469490478814,0.034302237039764254
9151,1,0,5.033,3,5,76,0-0,1.464589,0.02730564513909665,0.01983516314941064,0.02638158717142795
9154,0,0,1.8,2,9,54,4-3,1.120811,0.02730564513909665,0.01983516314941064,0.020477206834494537
9156,1,0,2.4,2,8,40,4-3,-0.836297,0.02730564513909665,0.01983516314941064,0.03923248334755544
9166,0,0,2.633,3,4,44,0-0,-1.488348,0.005826642007296648,0.016347469490478814,0.034302237039764254
9172,1,0,2.867,3,4,40,0-0,-1.451509,0.005826642007296648,0.016347469490478814,0.034302237039764254
9173,0,0,2.633,4,4,40,0-0,-2.616104,0.005826642007296648,0.016347469490478814,0.02367128080855088
9175,1,1,3.933,2,14,63,4-3,-1.156684,0.02730564513909665,0.01983516314941064,0.026124685697640756
9176,1,0,3.667,3,16,65,0-0,-0.48087,0.02730564513909665,0.01983516314941064,0.02963693334970447
9178,0,0,2.733,1,10,65,3-4,0.940948,0.005826642007296648,0.016347469490478814,0.007744058929787063
9180,0,0,2.5,1,10,53,3-4,1.198371,0.005826642007296648,0.016347469490478814,0.019401917773772544
9182,0,0,2.067,2,7,30,4-3,2.727876,0.005826642007296648,0.016347469490478814,0.028818316168198688
9184,1,0,4.9,2,8,73,4-3,3.818184,0.02730564513909665,0.01983516314941064,0.025541442907757558
9190,0,0,2.8,1,10,77,4-3,-0.419419,0.005826642007296648,0.016347469490478814,0.03482021803717316
9193,0,0,1.767,1,10,50,0-0,-0.198822,0.02730564513909665,0.01983516314941064,0.024662016824197663
9195,0,0,2.5,3,2,42,4-3,-1.301486,0.02730564513909665,0.01983516314941064,0.018605653073443865
9199,1,1,2.067,3,6,34,0-0,-2.198951,0.02730564513909665,0.01983516314941064,0.040967233683994825
9201,1,1,2.133,1,15,79,3-4,-0.650495,0.005826642007296648,0.016347469490478814,0.025403819642747016
9203,0,0,2.167,3,9,73,0-0,-0.949573,0.005826642007296648,0.016347469490478814,0.034302237039764254
9211,0,0,3.267,1,10,78,3-4,1.092614,0.005826642007296648,0.016347469490478814,0.017778683061049457
9213,0,0,2.033,1,10,67,3-4,0.518765,0.005826642007296648,0.016347469490478814,0.017778683061049457
9214,0,0,2.567,2,3,60,3-4,0.248152,0.005826642007296648,0.016347469490478814,0.017778683061049457
9215,0,0,2.267,1,10,52,0-0,0.059911,0.005826642007296648,0.016347469490478814,0.028818316168198688
9217,0,0,2.333,1,20,49,0-0,-0.098244,0.005826642007296648,0.016347469490478814,0.03149663457393012
9218,0,0,2.233,2,10,39,0-0,1.268876,0.005826642007296648,0.016347469490478814,0.03149663457393012
9219,0,0,2.133,1,15,34,0-0,-0.47132,0.005826642007296648,0.016347469490478814,0.02488583864533811
9220,1,0,3.233,2,14,33,0-0,0.228176,0.005826642007296648,0.016347469490478814,0.034302237039764254
9221,0,0,2.1,3,5,24,0-0,1.394614,0.005826642007296648,0.016347469490478814,0.034302237039764254
9228,0,0,2.533,3,6,71,3-4,2.212641,0.033768230363296674,0.027560184935519268,0.03281150381664724
9234,0,0,1.733,2,1,75,4-3,-0.559728,0.009871877969661443,0.03125490275039802,0.03423464355866009
9238,0,0,3,1,10,75,3-4,-0.619987,0.033768230363296674,0.027560184935519268,0.019177789805810808
9244,0,0,2.433,1,10,43,4-3,-0.316601,0.009871877969661443,0.03125490275039802,0.03423464355866009
9248,0,0,2.833,1,10,31,4-3,-0.429798,0.009871877969661443,0.03125490275039802,0.033228863998032494
9250,0,0,1.567,3,13,34,4-3,0.703324,0.009871877969661443,0.03125490275039802,0.04838370992814894
9253,1,0,2.167,3,4,63,4-3,2.564103,0.033768230363296674,0.027560184935519268,0.03281150381664724
9254,0,0,1.933,1,10,33,3-4,0.699585,0.033768230363296674,0.027560184935519268,0.02407916359224797
9256,0,0,3.033,2,14,25,3-4,-0.684989,0.033768230363296674,0.027560184935519268,0.02581487455002314
9257,1,1,2.267,3,14,25,3-4,-1.404,0.033768230363296674,0.027560184935519268,0.02315511664551329
9258,1,1,6.7,1,10,78,4-3,-0.77005,0.009871877969661443,0.03125490275039802,0.02583847715747455
9259,0,0,2.333,2,11,79,4-3,2.564127,0.009871877969661443,0.03125490275039802,0.02583847715747455
9261,0,0,1.333,2,7,44,4-3,0.355519,0.009871877969661443,0.03125490275039802,0.03275460423291607
9263,0,0,1.733,1,20,41,0-0,0.764192,0.009871877969661443,0.03125490275039802,0.03040569935865827
9264,0,0,2.467,2,10,31,4-3,-0.537772,0.009871877969661443,0.03125490275039802,0.03800712419832284
9265,1,0,2.5,3,10,31,4-3,-0.557797,0.009871877969661443,0.03125490275039802,0.042047676500398715
9267,0,0,2.367,2,9,74,3-4,1.951985,0.033768230363296674,0.027560184935519268,0.02750244487336974
9269,1,0,2.233,2,10,50,3-4,-0.241337,0.033768230363296674,0.027560184935519268,0.0315885785190045
9270,1,0,1.867,3,5,45,3-4,-1.387576,0.033768230363296674,0.027560184935519268,0.03281150381664724
9277,0,0,2.633,1,10,30,3-4,-0.44468,0.033768230363296674,0.027560184935519268,0.020286476681657676
9278,0,0,1.2,2,10,30,3-4,-0.555993,0.033768230363296674,0.027560184935519268,0.016462822330506978
9279,0,0,1.967,3,10,30,4-3,-0.622368,0.033768230363296674,0.027560184935519268,0.021788835963752758
9281,0,0,2.267,2,2,70,3-4,0.163364,0.009871877969661443,0.03125490275039802,0.04838370992814894
9282,1,0,3.1,1,10,60,4-3,-0.558819,0.009871877969661443,0.03125490275039802,0.04838370992814894
9283,1,0,2.633,2,20,70,4-3,-6.537875,0.009871877969661443,0.03125490275039802,0.04838370992814894
9284,1,0,3.433,2,1,60,4-3,-1.043918,0.009871877969661443,0.03125490275039802,0.01411136194854141
9288,0,0,1.967,2,5,46,4-3,-0.760181,0.009871877969661443,0.03125490275039802,0.026442329659345985
9289,0,0,2.9,3,5,46,4-3,2.102924,0.009871877969661443,0.03125490275039802,0.026442329659345985
9290,1,0,5.467,1,10,28,4-3,-0.386498,0.009871877969661443,0.03125490275039802,0.020279334047816774
9292,1,0,3.3,3,7,25,4-3,-0.110835,0.009871877969661443,0.03125490275039802,0.02826042831803026
9293,0,0,3.467,1,10,75,3-4,-0.619987,0.033768230363296674,0.027560184935519268,0.020286476681657676
9299,0,0,3.167,1,10,35,0-0,2.062555,0.033768230363296674,0.027560184935519268,0.010637433310700948
9304,0,0,2.3,2,8,48,4-3,2.351851,0.009871877969661443,0.03125490275039802,0.026442329659345985
9309,1,1,4.233,2,5,70,3-4,-1.190202,0.033768230363296674,0.027560184935519268,0.005328374367423443
9310,1,0,2.067,3,8,73,4-3,2.142172,0.033768230363296674,0.027560184935519268,0.03281150381664724
9311,0,0,3.567,1,10,55,3-4,-0.449096,0.033768230363296674,0.027560184935519268,0.012480705371750937
9313,1,0,2.567,3,8,53,3-4,2.111692,0.033768230363296674,0.027560184935519268,0.0315885785190045
9320,1,1,4.533,1,10,75,4-3,-1.168589,0.009871877969661443,0.03125490275039802,0.02760975686543039
9322,0,0,3.233,3,10,75,4-3,-0.781263,0.009871877969661443,0.03125490275039802,0.029043068031623334
9323,0,0,2.567,4,5,70,4-3,2.941925,0.009871877969661443,0.03125490275039802,0.029043068031623334
9324,0,0,3.033,1,10,62,3-4,-0.582421,0.009871877969661443,0.03125490275039802,0.02665836235130893
9325,0,0,1.967,2,10,62,4-3,-1.037855,0.009871877969661443,0.03125490275039802,0.02416965746083115
9326,0,0,2.733,3,10,62,4-3,3.073388,0.009871877969661443,0.03125490275039802,0.02416965746083115
9327,0,0,2.4,1,10,35,4-3,0.783813,0.009871877969661443,0.03125490275039802,0.026442329659345985
9328,0,0,3.433,1,10,23,4-3,-0.377002,0.009871877969661443,0.03125490275039802,0.026442329659345985
9330,0,0,1.967,3,11,24,3-4,-0.282858,0.009871877969661443,0.03125490275039802,0.01769121327380651
9341,0,0,1.9,1,10,75,4-3,1.054999,0.009871877969661443,0.03125490275039802,0.03650062517163573
9342,0,0,1.8,2,1,66,4-3,-0.187475,0.009871877969661443,0.03125490275039802,0.03650062517163573
9343,0,0,2.333,1,10,61,4-3,0.63639,0.009871877969661443,0.03125490275039802,0.03650062517163573
9344,0,0,2.267,1,10,49,4-3,1.317014,0.009871877969661443,0.03125490275039802,0.009617186033655599
9345,1,1,3,1,10,27,4-3,-0.914052,0.009871877969661443,0.03125490275039802,0.00769374882692448
9346,1,1,2.367,2,15,32,4-3,-2.352506,0.009871877969661443,0.03125490275039802,0.009617186033655599
9347,0,0,1.967,3,25,42,4-3,0.857389,0.009871877969661443,0.03125490275039802,0.016851603326633477
9348,1,0,2.233,4,13,30,4-3,-2.838739,0.009871877969661443,0.03125490275039802,0.016851603326633477
9351,0,0,2.033,2,6,79,3-4,0.742765,0.009620583780923406,0.03417691756653559,0.015142548158705832
9353,0,0,2.733,2,12,75,3-4,-0.336514,0.009620583780923406,0.03417691756653559,0.0480030516755318
9354,1,0,5.432,3,9,72,3-4,-1.140832,0.009620583780923406,0.03417691756653559,0.0480030516755318
9355,1,0,4.531,1,10,64,3-4,-0.529164,0.046262635908784364,0.03505915318377486,0.019795812940968716
9356,0,0,1.634,2,10,64,3-4,1.345709,0.046262635908784364,0.03505915318377486,0.02969371941145307
9359,0,0,2.268,1,10,38,0-0,0.82414,0.046262635908784364,0.03505915318377486,0.01635979777235562
9360,0,0,2.968,1,10,23,0-0,0.580402,0.046262635908784364,0.03505915318377486,0.009625467455682043
9366,0,0,3.667,1,10,75,3-4,-2.695633,0.009620583780923406,0.03417691756653559,0.039699712176308445
9372,0,0,2,1,10,74,3-4,0.634708,0.009620583780923406,0.03417691756653559,0.035516884271327855
9373,1,0,2.9,1,10,64,3-4,-0.568107,0.009620583780923406,0.03417691756653559,0.035516884271327855
9375,1,0,2.368,3,6,60,3-4,1.423283,0.009620583780923406,0.03417691756653559,0.0480030516755318
9378,1,0,4.199,3,10,52,0-0,-1.25799,0.009620583780923406,0.03417691756653559,0.05345788360596679
9383,1,0,5.032,2,2,59,3-4,0.908921,0.046262635908784364,0.03505915318377486,0.021055225877349697
9394,0,0,2.833,1,10,75,3-4,-0.654398,0.009620583780923406,0.03417691756653559,0.039699712176308445
9396,0,0,2.435,3,7,72,3-4,-1.28186,0.009620583780923406,0.03417691756653559,0.0480030516755318
9397,0,0,3.567,1,10,76,0-0,-0.63465800000000006,0.046262635908784364,0.03505915318377486,0.011742229152728687
9398,1,0,2.1,2,10,76,3-4,-0.688582,0.046262635908784364,0.03505915318377486,0.029243137858913325
9399,1,1,7.466,3,11,77,0-0,-1.453847,0.046262635908784364,0.03505915318377486,0.0272020999088851
