PlayerId,PlayerId_GSIS,Player,RosterPosition,Team,TotalSnaps,TotalPoints,PasserSnaps,PasserPoints,RusherSnaps,RusherPoints,ReceiverSnaps,ReceiverPoints,RunBlockSnaps,RunBlockPoints,PassBlockSnaps,PassBlockPoints,PassRushSnaps,PassRushPoints,PassCovSnaps,PassCovPoints,RunDefSnaps,RunDefPoints
414,00-0031426,Joel Bitonio,G,Browns,1097,42,0,NULL,0,NULL,0,NULL,482,21,615,21,0,NULL,0,NULL,0,NULL
9399,00-0037031,Nikola Kalinic,TE,Colts,40,0,0,NULL,0,NULL,2,0,33,1,5,-1,0,NULL,0,NULL,0,NULL
9276,00-0037301,Theo Jackson,S,Vikings,15,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,12,0,3,0
7087,00-0035350,Preston Williams,WR,Panthers,1,0,0,NULL,0,NULL,1,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
8369,00-0036901,Eric Stokes,CB,Packers,449,12,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,236,5,212,8
6411,00-0034490,Ezekiel Turner,LB,Cardinals,103,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,11,0,52,-2,40,3
6667,00-0034446,Jalen Davis,CB,Bengals,49,6,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,0,28,4,18,1
1093,00-0030585,Justin Pugh,G,Cardinals,248,9,0,NULL,0,NULL,0,NULL,88,4,160,5,0,NULL,0,NULL,0,NULL
9274,00-0037298,Sam Roberts,DT,Patriots,38,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,29,0,0,NULL,9,0
69,00-0030421,Jamie Collins,LB,Patriots,39,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,11,0,26,0
3413,00-0032366,Tyler Matakevich,LB,Bills,2,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,-1
9167,00-0037318,Baylon Spector,LB,Bills,12,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,11,0,1,0
7613,00-0036296,Jabari Zuniga,DE,Saints,24,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,13,0,0,NULL,11,0
8974,00-0037539,Lucas Krull,TE,Saints,9,0,0,NULL,0,NULL,5,0,1,0,3,0,0,NULL,0,NULL,0,NULL
8480,00-0036888,Damar Hamlin,S,Bills,795,26,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,22,3,481,9,292,13
9083,00-0038100,Percy Butler,S,Commanders,128,6,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,5,0,91,2,34,3
7917,00-0036171,Aaron Brewer,G,Titans,970,20,0,NULL,0,NULL,0,NULL,444,10,526,10,0,NULL,0,NULL,0,NULL
2407,00-0032128,Chris Conley,WR,Titans,62,0,0,NULL,0,NULL,52,-1,4,0,6,0,0,NULL,0,NULL,0,NULL
9039,00-0037759,DeMarvin Leal,DT,Steelers,166,5,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,89,2,5,0,74,3
3855,00-0032387,Jarran Reed,DT,Packers,667,18,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,375,7,0,NULL,292,11
9068,00-0038135,Jaquan Brisker,S,Bears,895,32,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,36,3,430,10,431,19
7664,00-0036314,Markus Bailey,LB,Bengals,53,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,0,17,-2,32,1
7731,00-0036292,Jaylon Johnson,CB,Bears,617,21,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,5,0,319,4,294,17
7735,00-0036258,Jonah Jackson,G,Lions,806,18,0,NULL,0,NULL,0,NULL,343,11,463,7,0,NULL,0,NULL,0,NULL
9212,00-0037840,Kyren Williams,RB,Rams,126,1,0,NULL,35,-3,74,5,2,0,15,-1,0,NULL,0,NULL,0,NULL
1798,00-0031372,Bradley Roby,CB,Saints,596,14,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,10,1,359,9,229,4
3434,00-0032677,Cory Littleton,LB,Panthers,349,6,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,27,3,134,-3,190,7
6422,00-0034356,Donte Jackson,CB,Panthers,415,14,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,7,0,249,8,164,6
5224,00-0034857,Josh Allen,QB,Bills,705,140,598,100,107,40,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
8963,00-0037282,James Mitchell,TE,Lions,159,4,0,NULL,0,NULL,62,2,80,2,17,1,0,NULL,0,NULL,0,NULL
3753,00-0033051,David Onyemata,DT,Saints,642,9,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,358,6,9,0,278,3
6967,00-0035687,Bobby Okereke,LB,Colts,907,16,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,46,1,476,4,389,12
7651,00-0036233,Donovan Peoples-Jones,WR,Browns,702,25,0,NULL,1,0,518,20,164,5,23,1,0,NULL,0,NULL,0,NULL
7121,00-0035259,Trevon Wesco,TE,Bears,167,6,0,NULL,0,NULL,25,0,116,4,29,1,0,NULL,0,NULL,0,NULL
6793,00-0035676,A.J. Brown,WR,Eagles,609,39,0,NULL,0,NULL,509,35,60,3,55,1,0,NULL,0,NULL,0,NULL
3792,00-0032655,Romeo Okwara,DE,Lions,109,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,62,1,5,0,42,0
274,00-0031039,James Ferentz,G,Patriots,254,5,0,NULL,0,NULL,0,NULL,93,0,161,5,0,NULL,0,NULL,0,NULL
8736,00-0036682,Malik Herring,DE,Chiefs,83,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,55,1,1,0,27,1
8099,00-0035831,James Robinson,RB,Jaguars,179,-10,0,NULL,81,-13,74,2,3,0,22,1,0,NULL,0,NULL,0,NULL
8311,00-0036926,Payton Turner,DE,Saints,163,9,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,92,3,2,0,69,7
9148,00-0037822,Brian Asamoah,LB,Vikings,114,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,16,0,53,3,45,1
8459,00-0037012,Trey Lance,QB,49ers,48,-1,32,-5,16,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
8960,00-0037168,Armani Rogers,TE,Commanders,128,7,0,NULL,2,4,48,2,62,2,16,0,0,NULL,0,NULL,0,NULL
390,00-0029249,Melvin Ingram III,LB,Dolphins,476,20,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,283,17,65,2,131,2
3586,00-0032398,Chris Moore,WR,Texans,477,12,0,NULL,1,0,395,11,43,0,48,1,0,NULL,0,NULL,0,NULL
7600,00-0036306,Daniel Thomas,S,Jaguars,29,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,18,0,11,0
8500,00-0036942,Osa Odighizuwa,DT,Cowboys,584,19,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,324,9,5,0,258,9
8914,00-0038118,Daniel Faalele,T,Ravens,155,2,0,NULL,0,NULL,0,NULL,63,3,92,-1,0,NULL,0,NULL,0,NULL
8472,00-0036620,Dee Eskridge,WR,Seahawks,108,-2,0,NULL,3,0,87,-3,14,1,5,0,0,NULL,0,NULL,0,NULL
9543,00-0037594,Julius Chestnut,RB,Titans,27,0,0,NULL,9,-1,16,1,0,NULL,2,0,0,NULL,0,NULL,0,NULL
5101,00-0033901,Ethan Pocic,C,Browns,771,31,0,NULL,0,NULL,0,NULL,346,15,425,16,0,NULL,0,NULL,0,NULL
8866,00-0038117,Wan'Dale Robinson,WR,Giants,150,8,0,NULL,3,2,126,6,20,1,3,0,0,NULL,0,NULL,0,NULL
8565,00-0036859,Jimmy Morrissey,C,Texans,53,1,0,NULL,0,NULL,0,NULL,25,0,28,1,0,NULL,0,NULL,0,NULL
8889,00-0038092,Erik Ezukanma,WR,Dolphins,4,0,0,NULL,0,NULL,3,0,1,0,0,NULL,0,NULL,0,NULL,0,NULL
7250,00-0034983,Hunter Renfrow,WR,Raiders,284,4,0,NULL,0,NULL,276,4,2,0,6,0,0,NULL,0,NULL,0,NULL
3879,00-0032432,Wes Schweitzer,G,Commanders,400,8,0,NULL,0,NULL,0,NULL,174,7,226,2,0,NULL,0,NULL,0,NULL
9545,00-0037596,Jack Gibbens,LB,Titans,199,6,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,14,0,108,3,78,3
2335,00-0028292,Nick Bellore,LB,Seahawks,12,-1,0,NULL,1,-1,3,0,0,NULL,2,0,0,NULL,1,0,6,0
565,00-0031384,Richard Rodgers,TE,Chargers,93,2,0,NULL,0,NULL,19,0,52,1,22,1,0,NULL,0,NULL,0,NULL
575,00-0031019,Corey Linsley,C,Chargers,817,36,0,NULL,0,NULL,0,NULL,285,14,532,22,0,NULL,0,NULL,0,NULL
4624,00-0033697,Michael Davis,CB,Chargers,755,57,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,1,420,37,332,19
6812,00-0035537,Ty Johnson,RB,Jets,157,9,0,NULL,30,7,99,4,1,0,27,-2,0,NULL,0,NULL,0,NULL
6941,00-0035352,Tyrel Dodson,LB,Bills,202,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,21,3,120,-1,64,0
6535,00-0034516,Tre Herndon,CB,Jaguars,399,3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,7,1,282,-3,112,6
3562,00-0031763,DeAndre Carter,WR,Chargers,528,3,0,NULL,3,-1,440,1,51,2,39,1,0,NULL,0,NULL,0,NULL
8819,00-0036695,Naquan Jones,DT,Titans,146,3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,69,1,0,NULL,77,2
9231,00-0038043,Joshua Williams,CB,Chiefs,411,22,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,6,1,272,11,135,10
432,00-0031130,Christian Jones,LB,Seahawks,20,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,0,4,0,12,1
7246,00-0034981,Foster Moreau,TE,Raiders,686,23,0,NULL,0,NULL,317,10,291,10,78,3,0,NULL,0,NULL,0,NULL
7065,00-0035227,P.J. Locke,S,Broncos,103,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,0,77,-1,25,1
8491,00-0036981,Christian Barmore,DT,Patriots,312,5,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,222,0,3,0,88,5
212,00-0031433,Billy Turner,T,Broncos,458,9,0,NULL,0,NULL,0,NULL,186,4,272,5,0,NULL,0,NULL,0,NULL
3661,00-0033096,Shaq Lawson,DE,Bills,442,19,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,257,9,11,1,175,10
6881,00-0035234,Tytus Howard,T,Texans,944,20,0,NULL,0,NULL,0,NULL,342,7,602,12,0,NULL,0,NULL,0,NULL
8419,00-0036844,Garret Wallow,LB,Texans,108,7,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,3,0,37,5,68,2
6426,00-0034382,Marquis Haynes,DE,Panthers,443,14,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,274,13,42,2,127,-1
6299,00-0034392,Scott Quessenberry,C,Texans,935,23,0,NULL,0,NULL,0,NULL,341,10,594,13,0,NULL,0,NULL,0,NULL
2747,00-0032150,Steven Nelson,CB,Texans,905,49,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,6,3,461,27,441,19
8362,00-0036945,Justin Fields,QB,Bears,521,73,370,13,151,60,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
9278,00-0037307,Ja'Sir Taylor,CB,Chargers,153,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,3,0,81,1,69,3
7661,00-0036341,Khalid Kareem,DE,Colts,60,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,35,1,0,NULL,25,0
6624,00-0034115,Jeff Wilson,RB,49ers,217,2,0,NULL,92,1,97,0,7,0,21,0,0,NULL,0,NULL,0,NULL
7303,00-0035208,Olamide Zaccheaus,WR,Falcons,439,13,0,NULL,5,0,321,8,91,4,29,1,0,NULL,0,NULL,0,NULL
7124,00-0035698,Chuma Edoga,T,Falcons,48,3,0,NULL,0,NULL,0,NULL,26,1,22,1,0,NULL,0,NULL,0,NULL
7792,00-0036421,Terrell Burgess,S,Rams,76,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,0,41,0,34,2
6862,00-0034955,Brett Rypien,QB,Broncos,100,0,96,2,4,-2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
4849,00-0033563,Carlos Watkins,DT,Cowboys,269,8,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,112,-1,0,NULL,157,9
9220,00-0037557,Ronnie Rivers,RB,Rams,22,-2,0,NULL,9,-2,13,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
9332,00-0037431,Kingsley Jonathan,DE,Bears,32,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,17,0,0,NULL,15,1
8307,00-0036877,Jaelon Darden,WR,Browns,2,0,0,NULL,0,NULL,2,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
4867,00-0033392,Harvey Langi,LB,Raiders,50,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,1,20,-1,26,-2
3934,00-0032792,Nate Sudfeld,QB,Lions,1,0,1,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
9235,00-0037250,Martin Emerson,CB,Browns,735,37,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,8,1,456,27,275,9
7542,00-0035519,Isaiah Mack,DT,Ravens,27,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,12,0,0,NULL,15,4
7007,00-0035383,Nate Herbig,G,Jets,670,22,0,NULL,0,NULL,0,NULL,263,9,407,13,0,NULL,0,NULL,0,NULL
6448,00-0034401,Mike White,QB,Jets,187,2,183,2,4,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
9074,00-0037303,Matt Henningsen,DT,Broncos,211,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,100,0,0,NULL,111,2
6506,00-0034803,Joe Noteboom,T,Rams,315,4,0,NULL,0,NULL,0,NULL,95,5,220,-1,0,NULL,0,NULL,0,NULL
6256,00-0034376,Taron Johnson,CB,Bills,913,32,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,34,0,562,20,318,13
7708,00-0036440,Derrek Tuszka,LB,Chargers,102,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,38,2,9,0,55,1
1106,00-0031241,Devon Kennard,LB,Cardinals,88,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,48,0,6,0,35,0
7361,00-0035184,Devine Ozigbo,RB,Broncos,9,-1,0,NULL,3,-1,5,0,0,NULL,1,0,0,NULL,0,NULL,0,NULL
8296,00-0034248,Elijah Campbell,CB,Dolphins,74,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,9,1,42,1,23,1
4070,00-0032980,Marcus Johnson,WR,Giants,189,4,0,NULL,0,NULL,171,2,13,1,9,0,0,NULL,0,NULL,0,NULL
7491,00-0035329,Donald Parham,TE,Chargers,126,5,0,NULL,0,NULL,56,3,51,1,19,1,0,NULL,0,NULL,0,NULL
504,00-0029164,Mike Remmers,T,Jets,57,1,0,NULL,0,NULL,0,NULL,21,0,36,1,0,NULL,0,NULL,0,NULL
8159,00-0035787,Jared Pinkney,TE,Rams,1,0,0,NULL,0,NULL,0,NULL,0,NULL,1,0,0,NULL,0,NULL,0,NULL
8270,00-0036447,David Bada,DE,Commanders,24,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,9,0,0,NULL,15,0
9427,00-0037356,Ben Stille,DT,Dolphins,9,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,0,0,NULL,5,1
2934,00-0031923,Greg Mancz,C,Bills,21,0,0,NULL,0,NULL,0,NULL,4,0,17,1,0,NULL,0,NULL,0,NULL
9040,00-0037074,Quay Walker,LB,Packers,804,41,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,77,12,371,19,357,10
8920,00-0037812,Abraham Lucas,T,Seahawks,914,30,0,NULL,0,NULL,0,NULL,327,10,587,20,0,NULL,0,NULL,0,NULL
7318,00-0035236,Byron Murphy,CB,Cardinals,561,14,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,11,1,343,3,207,10
8307,00-0036877,Jaelon Darden,WR,Buccaneers,40,-2,0,NULL,2,-1,35,0,2,-1,1,0,0,NULL,0,NULL,0,NULL
9442,00-0037585,Timmy Horne,DT,Falcons,368,7,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,178,2,1,0,190,5
4679,00-0033897,Joe Mixon,RB,Bengals,545,10,0,NULL,209,-3,286,12,0,NULL,50,1,0,NULL,0,NULL,0,NULL
9452,00-0037621,Ryder Anderson,DE,Giants,144,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,65,2,2,0,77,-1
4383,00-0033555,Mack Hollins,WR,Raiders,674,19,1,0,4,2,566,14,77,2,26,1,0,NULL,1,0,1,0
2933,00-0029413,Ben Jones,C,Titans,635,23,0,NULL,0,NULL,0,NULL,293,8,342,15,0,NULL,0,NULL,0,NULL
9186,00-0038134,Kenneth Walker III,RB,Seahawks,514,8,0,NULL,228,8,240,-1,1,0,45,1,0,NULL,0,NULL,0,NULL
7683,00-0036378,Mike Danna,DE,Chiefs,441,13,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,285,10,14,1,144,3
2575,00-0031097,Terrance Mitchell,CB,Titans,368,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,285,3,83,2
7945,00-0036123,Brandon Walton,T,Buccaneers,219,5,0,NULL,0,NULL,0,NULL,76,1,143,4,0,NULL,0,NULL,0,NULL
3233,00-0031868,Damiere Byrd,WR,Falcons,178,8,0,NULL,0,NULL,151,7,26,1,2,0,0,NULL,0,NULL,0,NULL
731,00-0031608,Quandre Diggs,S,Seahawks,1097,42,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,10,1,618,22,474,19
7645,00-0036251,Zack Moss,RB,Colts,157,6,0,NULL,76,8,55,-2,1,0,25,0,0,NULL,0,NULL,0,NULL
6404,00-0034785,Mason Cole,C,Steelers,1053,40,0,NULL,0,NULL,0,NULL,451,19,602,21,0,NULL,0,NULL,0,NULL
7395,00-0035672,Cody Barton,LB,Seahawks,844,32,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,54,2,393,18,401,12
4619,00-0033536,Mike Williams,WR,Chargers,473,21,0,NULL,0,NULL,421,19,26,1,31,1,0,NULL,0,NULL,0,NULL
7718,00-0036338,Troy Dye,LB,Vikings,39,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,23,1,14,0
5078,00-0033954,Jayon Brown,LB,Raiders,393,-2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,28,1,211,0,157,-3
8840,00-0036959,Michael Bandy,WR,Chargers,152,0,0,NULL,0,NULL,130,0,11,0,12,0,0,NULL,0,NULL,0,NULL
3376,00-0032889,A'Shawn Robinson,DT,Rams,350,7,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,179,0,1,0,171,6
8854,00-0037742,Treylon Burks,WR,Titans,257,10,0,NULL,5,2,229,8,16,1,9,0,0,NULL,0,NULL,0,NULL
6268,00-0034385,Ja'Whaun Bentley,LB,Patriots,872,27,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,138,5,367,13,370,9
7227,00-0035693,Johnathan Abram,S,Raiders,397,8,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,30,3,211,2,160,4
8888,00-0037300,Michael Woods II,WR,Browns,99,-1,0,NULL,0,NULL,83,-2,12,0,4,0,0,NULL,0,NULL,0,NULL
2731,00-0028076,Marcus Cannon,T,Patriots,189,2,0,NULL,0,NULL,0,NULL,90,3,99,0,0,NULL,0,NULL,0,NULL
8127,00-0036040,Juwan Johnson,TE,Saints,578,19,0,NULL,0,NULL,336,12,199,6,44,1,0,NULL,0,NULL,0,NULL
7653,00-0036267,Jedrick Wills,T,Browns,1081,20,0,NULL,0,NULL,0,NULL,480,12,601,8,0,NULL,0,NULL,0,NULL
7981,00-0035844,Kirk Merritt,WR,Saints,17,0,0,NULL,0,NULL,7,0,10,0,0,NULL,0,NULL,0,NULL,0,NULL
4845,00-0033995,Michael Dunn,G,Browns,76,1,0,NULL,0,NULL,1,0,65,1,10,0,0,NULL,0,NULL,0,NULL
6425,00-0034365,Ian Thomas,TE,Panthers,506,17,0,NULL,0,NULL,125,4,290,10,96,3,0,NULL,0,NULL,0,NULL
7486,00-0035355,Blake Hance,T,49ers,11,-1,0,NULL,0,NULL,0,NULL,2,0,9,0,0,NULL,0,NULL,0,NULL
9165,00-0037503,Darien Butler,LB,Raiders,21,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,9,0,12,-1
7315,00-0035527,Andy Isabella,WR,Ravens,4,1,0,NULL,1,1,2,0,1,0,0,NULL,0,NULL,0,NULL,0,NULL
4384,00-0033543,Sidney Jones IV,CB,Seahawks,42,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,0,31,1,10,1
9352,00-0038147,Daylen Baldwin,WR,Browns,6,1,0,NULL,0,NULL,4,1,2,0,0,NULL,0,NULL,0,NULL,0,NULL
4835,00-0033387,Jacob Hollister,TE,Raiders,7,0,0,NULL,0,NULL,3,0,4,0,0,NULL,0,NULL,0,NULL,0,NULL
7988,00-0035881,Yasir Durant,G,Saints,2,0,0,NULL,0,NULL,0,NULL,2,0,0,NULL,0,NULL,0,NULL,0,NULL
365,00-0031040,Khalil Mack,LB,Chargers,817,33,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,441,18,47,7,331,8
3909,00-0032950,Carson Wentz,QB,Commanders,319,9,301,3,18,6,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
6723,00-0034251,Daniel Ekuale,DT,Patriots,339,6,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,264,4,2,0,74,2
2611,00-0031785,Troy Hill,CB,Rams,671,27,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,11,0,398,11,266,15
1177,00-0031947,Tyeler Davison,DT,Chargers,30,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,15,1,0,NULL,15,0
3250,00-0031550,Shaq Thompson,LB,Panthers,1026,18,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,83,2,537,-1,414,17
7029,00-0035638,Greedy Williams,CB,Browns,96,-5,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,70,-6,26,1
876,00-0031236,Brandin Cooks,WR,Texans,430,6,0,NULL,2,-1,390,6,15,0,25,1,0,NULL,0,NULL,0,NULL
7626,00-0036198,Michael Onwenu,G,Patriots,978,32,0,NULL,0,NULL,0,NULL,381,10,597,23,0,NULL,0,NULL,0,NULL
4102,00-0033084,Kendall Fuller,CB,Commanders,972,42,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,9,0,583,21,386,21
7493,00-0035567,Craig Reynolds,RB,Lions,96,4,0,NULL,23,0,49,4,2,0,22,0,0,NULL,0,NULL,0,NULL
6492,00-0034545,Brandon Facyson,CB,Colts,430,11,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,262,5,168,5
4441,00-0033863,Dan Skipper,G,Lions,359,5,0,NULL,0,NULL,1,0,171,4,187,1,0,NULL,0,NULL,0,NULL
5212,00-0034843,Mike Hughes,CB,Lions,529,8,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,19,2,318,-3,193,10
8507,00-0036661,Israel Mukuamu,S,Cowboys,146,6,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,3,0,85,5,58,1
8887,00-0037098,Samouri Toure,WR,Packers,81,1,0,NULL,0,NULL,72,1,4,0,6,0,0,NULL,0,NULL,0,NULL
7371,00-0035607,Marquise Copeland,DT,Rams,323,7,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,136,1,1,0,187,6
4387,00-0033551,Rasul Douglas,CB,Packers,865,33,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,5,0,496,17,365,15
5144,00-0033888,Ryan Ramczyk,T,Saints,890,35,0,NULL,0,NULL,0,NULL,382,13,508,21,0,NULL,0,NULL,0,NULL
8069,00-0036157,Kristian Welch,LB,Ravens,4,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,-1,2,0
6402,00-0034163,Jacob Martin,DE,Broncos,104,6,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,61,2,15,0,30,4
6796,00-0035649,Nate Davis,G,Titans,634,21,0,NULL,0,NULL,0,NULL,279,9,355,13,0,NULL,0,NULL,0,NULL
5017,00-0033376,Patrick Ricard,FB,Ravens,524,10,0,NULL,7,-5,135,0,258,12,126,3,0,NULL,0,NULL,0,NULL
856,00-0029606,Harrison Smith,S,Vikings,871,34,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,23,1,538,30,317,3
9185,00-0037842,Derion Kendrick,CB,Rams,459,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,0,296,-5,163,7
6722,00-0034253,Dontrell Hilliard,RB,Titans,170,-2,0,NULL,22,0,127,-2,2,0,20,0,0,NULL,0,NULL,0,NULL
8538,00-0036647,Cornell Powell,WR,Chiefs,2,0,0,NULL,0,NULL,2,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
8511,00-0036916,Milton Williams,DT,Eagles,375,7,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,218,3,1,0,156,4
9232,00-0037268,Zyon McCollum,CB,Buccaneers,265,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,137,-4,126,6
2562,00-0029890,Mike Purcell,DT,Broncos,482,9,0,NULL,0,NULL,0,NULL,0,NULL,1,0,232,2,0,NULL,249,7
5140,00-0033906,Alvin Kamara,RB,Saints,552,2,0,NULL,223,-7,282,7,1,0,46,1,0,NULL,0,NULL,0,NULL
9001,00-0037255,Dylan Parham,G,Raiders,979,23,0,NULL,0,NULL,0,NULL,380,12,599,10,0,NULL,0,NULL,0,NULL
4152,00-0032918,C.J. Ham,FB,Vikings,117,6,0,NULL,4,-1,40,5,43,2,32,0,0,NULL,0,NULL,0,NULL
9147,00-0037615,Nakobe Dean,LB,Eagles,33,3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,17,2,14,1
8853,00-0037611,Kayvon Thibodeaux,DE,Giants,703,24,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,380,23,71,-1,253,2
8961,00-0038115,Daniel Bellinger,TE,Giants,503,11,0,NULL,1,2,240,1,211,6,54,1,0,NULL,0,NULL,0,NULL
8964,00-0037100,Chase Allen,TE,Bears,1,0,0,NULL,0,NULL,0,NULL,0,NULL,1,0,0,NULL,0,NULL,0,NULL
8528,00-0036628,John Bates,TE,Commanders,454,9,0,NULL,0,NULL,109,0,263,8,82,1,0,NULL,0,NULL,0,NULL
7699,00-0036380,Alohi Gilman,S,Chargers,452,18,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,0,274,7,178,11
3885,00-0032602,J.D. McKissic,RB,Commanders,196,3,0,NULL,22,-2,145,4,0,NULL,29,1,0,NULL,0,NULL,0,NULL
8980,00-0037814,Luke Fortner,C,Jaguars,1059,40,0,NULL,0,NULL,0,NULL,410,17,649,22,0,NULL,0,NULL,0,NULL
4516,00-0033921,Chris Godwin,WR,Buccaneers,665,26,0,NULL,1,0,533,22,95,4,41,1,0,NULL,0,NULL,0,NULL
